2001	0.3567
2002	0.2643
2003	-0.284
2004	-0.1513
2005	0.07238
2006	-0.2542
2007	-0.1913
2008	0.03699
2009	-0.1598
2010	0.3462
2011	0.01458
2012	-0.2322
2013	-0.07223
2014	-0.1332
2015	-0.4401
2016	-0.4033
2017	-0.07508
2018	-0.2422
2019	-0.4128
2020	-0.3952
2021	-0.3874
2022	-0.1551
2023	-0.04476
2024	0.09653
2025	0.003753
2026	-0.1077
2027	-0.3321
2028	0.3536
2029	-0.1607
2030	-0.4036
2031	-0.1683
2032	-0.1683
2033	-0.1286
2034	-0.1286
2035	-0.445
2036	-0.3393
2037	-0.2615
2038	-0.5138
2039	-0.2482
2040	-0.07511
2041	-0.083
2042	-0.1229
2043	-0.03001
2044	0.5945
2045	0.1526
2046	-0.04615
2047	0.4013
2048	0.1777
2049	0.1363
2050	-0.3439
2051	-0.4858
2052	0.171
2053	0.1256
2054	0.07088
2055	-0.8103
2056	0.3389
2057	-0.2834
2058	0.1786
2059	0.2631
2060	0.5508
2061	-0.208
2062	-0.4439
2063	-0.6434
2064	-0.4228
2065	0.03198
2066	-0.1842
2067	0.1338
2068	0.1086
2069	0.2282
2070	0.2762
2071	0.2835
2072	0.2133
2073	-0.3953
2074	-0.1958
2075	-0.2127
2076	-0.1791
2077	-0.1446
2078	0.4025
2079	0.2396
2080	0.2279
2081	0.3526
2082	0.6544
2083	0.6982
2084	0.1193
2085	0.07267
2086	0.437
2087	0.4611
2088	-0.5111
2089	-0.4241
2090	-0.588
2091	-0.1131
2092	-0.2277
2093	-0.4049
2094	0.07194
2095	-0.1217
2096	0.02472
2097	0.4493
2098	0.2513
2099	0.3785
2100	0.04268
2101	-0.1694
2102	-0.06343
2103	0.3248
2104	-0.3183
2105	-0.3817
2106	0.07176
2107	0.3497
2108	0.3374
2109	0.2087
2110	0.3387
2111	-0.4665
2112	0.033
2113	0.2372
2114	0.1552
2115	0.1774
2116	-0.1727
2117	-0.2452
2118	-0.2052
2119	-0.1102
2120	0.1476
2121	0.05269
2122	0.04839
2123	0.1053
2124	0.1624
2125	0.1778
2126	0.144
2127	0.3285
2128	0.2299
2129	-0.4059
2130	-0.5486
2131	-0.4437
2132	-0.09833
2133	-0.4116
2134	-0.3608
2135	-0.4399
2136	-0.4629
2137	-0.7425
2138	-0.6972
2139	-0.08423
2140	-0.19
2141	0.05461
2142	0.1789
2143	0.05461
2144	0.2347
2145	0.3369
2146	-0.06406
2147	-0.4344
2148	-0.2204
2149	-0.2926
2150	0.04797
2151	-0.1187
2152	0.06176
2153	-0.3802
2154	-0.8872
2155	-0.8872
2156	-0.4437
2157	-0.3575
2158	-0.3158
2159	-0.09426
2160	-0.4063
2161	-0.04892
2162	-0.1429
2163	-0.1429
2164	0.08796
2165	0.2152
2166	0.1738
2167	-0.1495
2168	0.1675
2169	0.2654
2170	0.3083
2171	0.0733
2172	-0.3163
2173	0.1446
2174	0.2906
2175	-0.174
2176	-0.005264
2177	-0.5446
2178	0.04885
2179	-0.05479
2180	0.5174
2181	0.144
2182	-0.1844
2183	0.0982
2184	-0.1277
2185	0.1836
2186	-0.3675
2187	0.1468
2188	0.333
2189	-0.2167
2190	-0.1352
2191	-0.2893
2192	-0.3287
2193	-0.09534
2194	0.08695
2195	0.1823
2196	-0.08557
2197	-0.07017
2198	-0.03653
2199	-0.0198
2200	0.6981
2201	0.4375
2202	0.3869
2203	0.07944
2204	0.2122
2205	-0.2481
2206	-0.164
2207	0.3742
2208	0.3818
2209	0.09499
2210	-0.2132
2211	-0.1388
2212	0.006203
2213	0.03905
2214	0.2168
2215	-0.2082
2216	-0.3278
2217	-0.3278
2218	-0.5482
2219	-0.5578
2220	-0.07197
2221	0.1392
2222	-0.5127
2223	-0.3038
2224	0.03803
2225	-0.3362
2226	-0.1444
2227	-0.1548
2228	0.02401
2229	0.1796
2230	-0.1049
2231	-0.2326
2232	-0.09194
2233	0.05616
2234	0.02246
2235	0.2486
2236	-0.002025
2237	-0.2955
2238	-0.5275
2239	-0.3067
2240	-0.2586
2241	-0.1683
2242	-0.4077
2243	-0.5716
2244	0.01273
2245	-0.2443
2246	-0.192
2247	0.02219
2248	-0.02154
2249	-0.1051
2250	-0.4673
2251	-0.2318
2252	-0.3265
2253	-0.09581
2254	-0.1575
2255	0.08533
2256	-0.4603
2257	0.02392
2258	-0.1745
2259	0.1661
2260	-0.4267
2261	-0.4797
2262	-0.2184
2263	0.3974
2264	0.2704
2265	-0.1888
2266	-0.02723
2267	-0.3975
2268	-0.008862
2269	-0.4151
2270	-0.385
2271	-0.3709
2272	-0.3204
2273	-0.289
2274	0.1036
2275	0.09311
2276	-0.2492
2277	-0.2492
2278	-0.04796
2279	-0.6268
2280	-0.2709
2281	0.0566
2282	-0.03516
2283	-0.263
2284	0.2056
2285	0.2056
2286	0.03029
2287	0.5074
2288	0.1345
2289	-0.06163
2290	-0.114
2291	-0.1949
2292	-0.1152
2293	-0.2609
2294	-0.3387
2295	-0.5582
2296	-0.2541
2297	-0.2393
2298	-0.02392
2299	0.1546
2300	0.4557
2301	-0.02881
2302	-0.09494
2303	0.3056
2304	-0.3624
2305	-0.14
2306	0.07015
2307	-0.08931
2308	0.1883
2309	-0.3024
2310	-0.1675
2311	0.04699
2312	-0.135
2313	-0.3137
2314	-0.2093
2315	-0.08697
2316	-0.1368
2317	-0.2139
2318	-0.2274
2319	-0.4711
2320	-0.466
2321	-0.2571
2322	0.05793
2323	0.04406
2324	-0.1003
2325	-0.1064
2326	-0.4075
2327	-0.3567
2328	-0.01184
2329	0.2849
2330	-0.6394
2331	-0.3742
2332	-0.2521
2333	-0.06495
2334	-0.3817
2335	0.1041
2336	0.1418
2337	0.3979
2338	0.1318
2339	0.1318
2340	0.3152
2341	0.2652
2342	-0.317
2343	-0.3831
2344	-0.3641
2345	0.1564
2346	0.02197
2347	0.216
2348	0.2185
2349	0.2185
2350	0.4151
2351	0.3214
2352	0.1159
2353	0.5617
2354	0.2516
2355	0.403
2356	0.6311
2357	0.3712
2358	0.02205
2359	-0.08541
2360	0.526
2361	0.2899
2362	-0.231
2363	-0.03845
2364	-0.03845
2365	-0.373
2366	-0.9144
2367	-0.9079
2368	-0.522
2369	-0.1039
2370	-0.03136
2371	-0.1303
2372	-0.1307
2373	-0.4562
2374	-0.1833
2375	0.2823
2376	0.3033
2377	0.3547
2378	0.09194
2379	-0.1481
2380	-0.2419
2381	0.1344
2382	0.2715
2383	0.4059
2384	-0.02311
2385	-0.03215
2386	-0.06063
2387	-0.256
2388	-0.1724
2389	-0.07114
2390	-0.2327
2391	-0.4134
2392	-0.2142
2393	-0.07982
2394	0.001436
2395	0.2656
2396	-0.5204
2397	0.3704
2398	0.1836
2399	-0.1012
2400	0.04515
2401	0.3259
2402	0.3259
2403	-0.07422
2404	0.312
2405	-0.08526
2406	-0.03804
2407	0.01249
2408	0.09531
2409	-0.1002
2410	-0.2229
2411	-0.0421
2412	0.08536
2413	-0.31
2414	-0.2501
2415	-0.4617
2416	-0.4783
2417	-0.5554
2418	-0.2382
2419	-0.04544
2420	-0.04544
2421	-0.09265
2422	-0.2446
2423	0.2039
2424	0.0169
2425	0.2362
2426	0.4462
2427	0.3567
2428	0.002763
2429	-0.01358
2430	0.383
2431	0.2658
2432	0.3118
2433	0.2546
2434	-0.2855
2435	-0.2726
2436	0.003309
2437	0.1533
2438	0.1163
2439	0.124
2440	0.1002
2441	0.3983
2442	-0.3875
2443	0.1185
2444	0.2395
2445	0.4326
2446	-0.2947
2447	-0.08273
2448	-0.3531
2449	-0.1982
2450	0.2235
2451	0.396
2452	0.3142
2453	0.3599
2454	-0.07849
2455	-0.2416
2456	0.1774
2457	0.371
2458	-0.1035
2459	0.2891
2460	0.3489
2461	-0.1982
2462	0.2258
2463	0.434
2464	0.05844
2465	0.05844
2466	-0.1338
2467	-0.3218
2468	0.06293
2469	0.2329
2470	-0.1538
2471	0.1187
2472	0.04312
2473	-0.3649
2474	-0.04317
2475	-0.07745
2476	0.03751
2477	-0.04901
2478	0.1918
2479	-0.7218
2480	-0.2484
2481	-0.2617
2482	-0.2617
2483	-0.4754
2484	-0.5468
2485	-0.3217
2486	0.1584
2487	-0.01226
2488	0.01543
2489	0.07817
2490	-0.04119
2491	-0.04119
2492	0.2496
2493	-0.1441
2494	-0.5259
2495	-0.09204
2496	-0.1927
2497	-0.405
2498	-0.4695
2499	-0.5457
2500	-0.6549
2501	-0.1141
2502	-0.1218
2503	0.4128
2504	0.02946
2505	-0.5508
