3001	0.08731
3002	0.2466
3003	-0.3851
3004	0.07236
3005	0.1814
3006	-0.1833
3007	0.1551
3008	-0.1645
3009	-0.2791
3010	-0.242
3011	-0.5444
3012	-0.1924
3013	-0.0895
3014	0.06072
3015	0.04374
3016	0.05143
3017	-0.4475
3018	0.007784
3019	0.2515
3020	0.2061
3021	0.2188
3022	-0.1629
3023	0.03514
3024	0.05494
3025	0.06327
3026	0.08598
3027	-0.01175
3028	0.1093
3029	0.2527
3030	0.5958
3031	0.2702
3032	0.1942
3033	0.165
3034	0.1937
3035	0.1937
3036	0.4461
3037	-0.1734
3038	-0.1734
3039	-0.5166
3040	-0.563
3041	-0.0445
3042	-0.2291
3043	0.1159
3044	-0.1853
3045	0.1796
3046	0.01884
3047	0.4771
3048	0.2739
3049	0.3914
3050	0.2731
3051	0.1953
3052	-0.1457
3053	-0.1105
3054	-0.001828
3055	-0.1681
3056	-0.03741
3057	-0.4529
3058	-0.1206
3059	-0.2939
3060	-0.7795
3061	-0.2921
3062	-0.02399
3063	-0.1797
3064	-0.07049
3065	-0.2893
3066	0.1453
3067	-0.1039
3068	0.04955
3069	0.02966
3070	-0.2118
3071	0.198
3072	0.4324
3073	-0.4295
3074	-0.4731
3075	-0.3017
3076	-0.6546
3077	-0.3178
3078	0.1621
3079	0.2433
3080	0.04147
3081	0.2463
3082	-0.08324
3083	-0.3295
3084	-0.5617
3085	-0.1601
3086	-0.4036
3087	-0.4975
3088	-0.1625
3089	0.2172
3090	0.316
3091	0.1386
3092	0.2162
3093	-0.04174
3094	0.06814
3095	0.3047
3096	0.3312
3097	-0.1225
3098	0.4444
3099	-0.064
3100	-0.032
3101	-0.2451
3102	0.004731
3103	-0.3137
3104	-0.2375
3105	-0.3722
3106	0.5017
3107	0.6265
3108	0.389
3109	0.1232
3110	0.1403
3111	0.4082
3112	-0.02321
3113	0.4559
3114	0.05356
3115	0.2142
3116	0.164
3117	-3.965E-4
3118	0.01826
3119	-0.1662
3120	-0.1154
3121	-0.2297
3122	-0.08193
3123	0.2124
3124	-0.03475
3125	-0.02733
3126	0.3933
3127	-0.2166
3128	0.01274
3129	-0.7771
3130	-0.7804
3131	0.04794
3132	-0.7491
3133	-0.13
3134	-0.5376
3135	-0.1236
3136	-0.3621
3137	-0.5055
3138	-0.2635
3139	-0.1462
3140	-0.1846
3141	-0.04305
3142	0.4031
3143	0.03339
3144	0.401
3145	-0.07398
3146	0.001033
3147	0.1943
3148	0.04949
3149	0.3331
3150	0.3367
3151	0.2638
3152	0.1196
3153	-0.002927
3154	-0.3606
3155	-0.2329
3156	-0.07896
3157	-0.1282
3158	-0.2882
3159	-0.2447
3160	-0.03185
3161	-7.255E-4
3162	0.3979
3163	-0.2283
3164	-0.375
3165	0.1522
3166	0.1625
3167	0.1624
3168	-0.2338
3169	-0.1299
3170	-0.2407
3171	-0.3178
3172	0.2472
3173	-0.3971
3174	0.1173
3175	0.1633
3176	-0.03162
3177	0.045
3178	0.1589
3179	-0.009602
3180	-0.2063
3181	-0.2095
3182	0.2936
3183	-0.04672
3184	0.142
3185	0.1367
3186	0.1674
3187	0.1742
3188	-0.1414
3189	-0.138
3190	-0.2707
3191	-0.02398
3192	0.1047
3193	0.2389
3194	-0.1232
3195	-0.4667
3196	0.2896
3197	-0.2985
3198	-0.1225
3199	0.3836
3200	0.3173
3201	-0.2278
3202	0.05527
3203	0.06008
3204	0.1994
3205	-0.05183
3206	-0.324
3207	-0.2865
3208	-0.1831
3209	0.02469
3210	0.07378
3211	0.1666
3212	-0.02933
3213	-0.22
3214	0.1794
3215	0.1657
3216	0.02555
3217	0.01432
3218	0.2655
3219	-0.5667
3220	-0.2476
3221	0.04735
3222	0.116
3223	-0.1008
3224	-0.1774
3225	-0.2051
3226	-0.3389
3227	-0.27
3228	-0.5668
3229	-0.2744
3230	0.1139
3231	0.2833
3232	0.0767
3233	-0.459
3234	-0.1699
3235	0.04626
3236	-0.07513
3237	-0.3262
3238	-0.282
3239	-0.207
3240	-0.05592
3241	-0.1199
3242	-0.05503
3243	-0.04696
3244	0.338
3245	-0.008492
3246	-0.1923
3247	0.1952
3248	-0.2707
3249	0.2114
3250	-0.01612
3251	-0.251
3252	0.2558
3253	0.1626
3254	0.3136
3255	0.1056
3256	3.782E-4
3257	0.2438
3258	0.3526
3259	-0.3035
3260	-0.5753
3261	0.2649
3262	0.3096
3263	0.2156
3264	0.1576
3265	-0.2313
3266	-0.09718
3267	-0.01642
3268	0.0406
3269	0.01287
3270	-0.5438
3271	0.3789
3272	0.1154
3273	-0.2056
3274	0.2087
3275	-0.2649
3276	-0.8602
