2001	-1.45
2002	-1.42
2003	-1.325
2004	-1.359
2005	-0.9262
2006	-0.9518
2007	-0.9792
2008	-1.439
2009	-1.58
2010	-1.484
2011	-1.313
2012	-1.321
2013	-1.398
2014	-1.502
2015	-1.401
2016	-1.089
2017	-1.149
2018	-1.153
2019	-1.015
2020	-1.295
2021	-1.239
2022	-1.426
2023	-1.217
2024	-1.148
2025	-1.216
2026	-1.275
2027	-1.27
2028	-1.073
2029	-1.22
2030	-1.234
2031	-1.527
2032	-1.332
2033	-1.098
2034	-1.02
2035	-0.8238
2036	-0.806
2037	-0.9017
2038	-1.007
2039	-0.9682
2040	-1.4
2041	-1.223
2042	-1.274
2043	-1.371
2044	-1.201
2045	-0.9754
2046	-1.042
2047	-1.443
2048	-1.22
2049	-1.244
2050	-1.169
2051	-0.9245
2052	-0.7578
2053	-1.019
2054	-1.032
2055	-1.244
2056	-0.9152
2057	-1.121
2058	-1.172
2059	-1.106
2060	-1.05
2061	-1.108
2062	-1.034
2063	-1.354
2064	-1.377
2065	-1.243
2066	-0.9917
2067	-1.038
2068	-1.193
2069	-1.456
2070	-1.424
2071	-1.414
2072	-1.359
2073	-1.231
2074	-1.468
2075	-1.749
2076	-1.592
2077	-1.499
2078	-1.699
2079	-1.141
2080	-1.425
2081	-1.22
2082	-1.482
2083	-1.329
2084	-1.442
2085	-1.313
2086	-1.395
2087	-1.367
2088	-1.235
2089	-1.271
2090	-1.456
2091	-1.069
2092	-1.111
2093	-1.149
2094	-1.32
2095	-1.052
2096	-1.525
2097	-1.539
2098	-1.332
2099	-1.384
2100	-1.184
2101	-1.134
2102	-0.9574
2103	-1.192
2104	-1.131
2105	-1.351
2106	-1.409
2107	-1.28
2108	-1.458
2109	-1.392
2110	-1.501
2111	-1.209
2112	-1.079
2113	-1.263
2114	-1.079
2115	-0.9784
2116	-1.269
2117	-1.072
2118	-1.16
2119	-1.12
2120	-1.165
2121	-1.22
2122	-1.318
2123	-1.633
2124	-1.601
2125	-1.299
2126	-1.258
2127	-1.141
2128	-1.074
2129	-1.03
2130	-1.034
2131	-0.9239
2132	-0.9152
2133	-1.014
2134	-0.9943
2135	-1.523
2136	-1.5
2137	-1.199
2138	-1.544
2139	-1.552
2140	-1.426
2141	-1.431
2142	-1.586
2143	-0.9625
2144	-1.392
2145	-1.273
2146	-1.164
2147	-1.202
2148	-1.214
2149	-1.195
2150	-1.141
2151	-1.35
2152	-1.34
2153	-1.098
2154	-1.329
2155	-1.078
2156	-1.255
2157	-1.407
2158	-1.189
2159	-1.455
2160	-1.368
2161	-1.615
2162	-1.477
2163	-1.33
2164	-1.185
2165	-1.05
2166	-1.173
2167	-1.031
2168	-0.9879
2169	-0.5803
2170	-0.8751
2171	-0.7946
2172	-1.187
2173	-1.057
2174	-1.083
2175	-1.142
2176	-1.228
2177	-1.145
2178	-1.079
2179	-1.392
2180	-1.305
2181	-1.369
2182	-1.435
2183	-1.402
2184	-1.486
2185	-1.422
2186	-1.187
2187	-1.011
2188	-1.029
2189	-1.155
2190	-1.293
2191	-1.435
2192	-1.161
2193	-1.067
2194	-0.9598
2195	-0.7379
2196	-1.041
2197	-1.067
2198	-1.228
2199	-1.225
2200	-0.9843
2201	-1.202
2202	-1.337
2203	-1.224
2204	-1.362
2205	-1.063
2206	-0.9968
2207	-0.9561
2208	-1.487
2209	-1.078
2210	-0.9682
2211	-1.264
2212	-1.064
2213	-1.17
2214	-0.8996
2215	-1.411
2216	-1.205
2217	-1.266
2218	-1.21
2219	-0.8963
2220	-0.9993
2221	-1.056
2222	-0.6724
2223	-1.011
2224	-1.323
2225	-1.205
2226	-1.096
2227	-0.9313
2228	-1.171
2229	-1.427
2230	-1.065
2231	-1.192
2232	-1.204
2233	-0.8933
2234	-1.25
2235	-1.065
2236	-1.301
2237	-1.385
2238	-1.398
2239	-1.231
2240	-0.8807
2241	-0.8543
2242	-1.15
2243	-0.9492
2244	-1.032
2245	-1.099
2246	-1.225
2247	-1.062
2248	-1.189
2249	-0.6364
2250	-0.3463
2251	-0.4399
2252	-0.6499
2253	-0.6652
2254	-0.7475
2255	-0.8165
2256	-0.5561
2257	-0.5396
2258	-0.4689
2259	-0.3779
2260	-0.5206
2261	-0.8293
2262	-1.008
2263	-0.911
2264	-0.8027
2265	-0.4149
2266	-0.513
2267	-0.7533
2268	-0.8024
2269	-0.3909
2270	-0.6138
2271	-0.5735
2272	-0.3972
2273	-0.7419
2274	-0.8061
2275	-1.197
2276	-0.968
2277	-0.738
2278	-0.7167
2279	-0.8083
2280	-0.829
2281	-1.209
2282	-0.8735
2283	-1.04
2284	-0.8313
2285	-0.5085
2286	-0.5954
2287	-0.6534
2288	-0.5534
2289	-0.5583
2290	-0.1335
2291	0.3332
2292	0.2674
2293	-0.2669
2294	-0.252
2295	0.07762
2296	0.01028
2297	0.2431
2298	0.5422
2299	0.02232
2300	0.5037
2301	0.2386
2302	0.049
2303	-0.2034
2304	0.04754
2305	-0.2914
2306	-0.2031
2307	-0.3153
2308	-0.516
2309	-0.2703
2310	-0.2703
2311	-0.1079
2312	0.1184
2313	-0.2759
2314	-0.07443
2315	-0.07828
2316	-0.3866
2317	-0.06754
2318	0.1736
2319	-0.3011
2320	-0.6647
2321	-0.7501
2322	-0.4191
2323	-0.3784
2324	-0.5697
2325	-0.6872
2326	-0.2554
2327	-0.02063
2328	0.03843
2329	0.2851
2330	-0.2469
2331	-0.1537
2332	0.09453
2333	-0.1939
2334	0.2281
2335	0.2651
2336	0.2174
2337	-0.1065
2338	-0.2441
2339	0.07015
2340	0.09831
2341	-0.2546
2342	-0.4431
2343	0.03012
2344	-0.08845
2345	0.1023
2346	-0.006701
2347	-0.4152
2348	-0.1872
2349	-0.02994
2350	0.06928
2351	-0.1873
2352	-0.3806
